compound,Tc,source
InN,"[0.135, 0.3, 0.34, 0.5, 0.54, 0.55, 0.595, 0.6, 0.6, 0.611, 0.63, 0.63, 0.64, 0.64, 0.65, 0.675, 0.69, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.71, 0.712, 0.75, 0.75, 0.77, 0.78, 0.85, 0.89, 0.89, 0.935, 0.98, 1.0, 1.0, 1.0, 1.09, 1.146, 1.3, 1.52, 1.57, 1.9, 1.9, 1.9, 2.0, 2.26, 2.5, 2.591, 2.648, 2.7, 3.05, 4.9, 6.0, 12.96]","['10.1016/S0022-3697(98)00005-5', '10.1016/j.physb.2007.09.087', '10.1016/j.physb.2007.09.087', '10.1016/j.jcrysgro.2004.05.041', '10.1016/j.jcrysgro.2004.05.041', '10.1016/j.jcrysgro.2004.05.041', '10.1016/j.jcrysgro.2004.05.041', '10.1016/j.physe.2005.07.002', '10.1016/j.physe.2005.07.002', '10.1016/j.physe.2005.07.002', '10.1016/j.physe.2005.07.002', '10.1016/j.jssc.2005.03.047', '10.1016/j.spmi.2020.106519', '10.1016/j.spmi.2020.106519', '10.1016/j.spmi.2020.106519', '10.1016/j.spmi.2020.106519', '10.1016/j.physe.2020.114524', '10.1016/j.diamond.2020.107851', '10.1016/j.chemphys.2019.110677', '10.1016/j.physleta.2008.06.041', '10.1016/j.spmi.2004.09.051', '10.1016/j.spmi.2015.05.004', '10.1016/j.optcom.2016.08.078', '10.1016/j.optcom.2010.07.011', '10.1016/j.optcom.2010.07.011', '10.1016/j.optcom.2010.07.011', '10.1016/j.jallcom.2014.05.144', '10.1016/j.spmi.2017.03.025', '10.1016/j.spmi.2017.03.025', '10.1016/j.mejo.2007.07.023', '10.1016/j.mssp.2016.04.007', '10.1016/j.spmi.2014.08.023', '10.1016/j.physb.2007.09.087', '10.1016/j.physb.2007.09.087', '10.1016/j.jssc.2005.03.047', '10.1016/j.spmi.2020.106519', '10.1016/j.spmi.2020.106519', '10.1016/j.physe.2020.114524', '10.1016/j.physe.2020.114524', '10.1016/j.physe.2020.114524', '10.1016/j.physe.2020.114524', '10.1016/j.diamond.2020.107851', '10.1016/j.mssp.2020.105067', '10.1016/j.mssp.2020.105067', '10.1016/j.chemphys.2019.110677', '10.1016/j.chemphys.2019.110677', '10.1016/j.jpcs.2018.03.035', '10.1016/j.matchemphys.2012.09.027', '10.1016/j.optcom.2016.08.078', '10.1016/j.mseb.2021.115265', '10.1016/j.solidstatesciences.2010.07.016', '10.1016/j.solidstatesciences.2010.07.016', '10.1016/j.solidstatesciences.2010.07.016', '10.1016/j.solidstatesciences.2010.07.016', '10.1016/j.tsf.2015.09.072', '10.1016/j.matchemphys.2022.126995', '10.1016/S0927-796X(00)00028-0', '10.1016/j.apsusc.2022.155693', '10.1016/j.mseb.2020.114978', '10.1016/j.apsusc.2020.146445', '10.1016/j.apsusc.2020.146445', '10.1016/S0038-1101(99)00265-8']"
Te2Mo,"[0.8, 0.978, 1.03, 1.07, 1.1, 1.1, 1.1, 1.14, 1.146, 1.15, 1.39, 1.45, 1.53, 1.613]","['10.1016/j.mseb.2022.116167', '10.1016/j.mseb.2022.116167', '10.1016/j.mee.2022.111885', '10.1016/j.mssp.2020.105067', '10.1016/j.vacuum.2019.01.051', '10.1016/j.rinp.2021.105172', '10.1016/j.surfin.2021.101442', '10.1016/j.physe.2020.114416', '10.1016/j.mssp.2020.105067', '10.1016/j.physb.2016.03.030', '10.1016/j.physe.2018.11.044', '10.1016/j.physe.2018.11.044', '10.1016/j.mtcomm.2021.102614', '10.1016/j.mtcomm.2021.102614']"
BaHfO3,"[2.99, 3.533, 3.69, 3.96, 5.62, 6.0]","['10.1016/j.cocom.2018.e00296', '10.1016/j.cocom.2018.e00296', '10.1016/j.jallcom.2021.161361', '10.1016/j.physe.2022.115514', '10.1016/j.physb.2010.06.051', '10.1016/j.ssc.2008.04.035', '10.1016/j.jallcom.2021.162071', '10.1016/j.jallcom.2021.162071']"
Al2ZnO4,"[2.686, 3.8, 3.8, 3.8, 4.0, 4.05, 4.05, 4.17, 4.38, 4.443]","['10.1016/j.mssp.2012.03.010', '10.1016/j.jlumin.2016.12.008', '10.1016/j.jlumin.2016.12.008', '10.1016/j.apsusc.2021.152162', '10.1016/j.apsusc.2021.152162', '10.1016/j.apsusc.2021.152162', '10.1016/j.cplett.2021.138582', '10.1016/j.cocom.2019.e00387', '10.1016/j.solidstatesciences.2011.06.016', '10.1016/j.solidstatesciences.2011.06.016']"
CrNiP,[0.685],['10.1016/j.cocom.2022.e00645']
SnSe2,"[0.531, 0.715, 0.781, 0.781, 0.782, 0.814, 0.93, 1.0]","['10.1016/j.matchemphys.2021.125459', '10.1016/j.mseb.2022.115760', '10.1016/j.mseb.2022.115760', '10.1016/j.physe.2019.03.025', '10.1016/j.physe.2019.03.025', '10.1016/j.physe.2019.03.025', '10.1016/j.micrna.2023.207548', '10.1016/j.micrna.2023.207548']"
Sm0.25Fe1Bi0.75O3,[1.28],['10.1016/j.cocom.2017.11.006']
YBC2SO,[1.25],['10.1016/S0022-3697(98)00253-4']
TaO3,[4.9],['10.1016/j.cossms.2017.08.004']
Zn,"[0.08, 0.784, 0.81, 0.92, 1.29, 1.5, 1.58, 3.34, 3.62, 5.0, 6.9]","['10.1016/j.physe.2018.07.017', '10.1016/j.cocom.2021.e00627', '10.1016/j.optlastec.2020.106570', '10.1016/j.chemphys.2021.111195', '10.1016/j.cplett.2021.138922', '10.1016/j.vacuum.2021.110530', '10.1016/j.vacuum.2021.110530', '10.1016/j.jlumin.2016.12.008', '10.1016/j.cplett.2010.04.017', '10.1016/j.physe.2021.114806', '10.1016/j.ssc.2020.113950']"
KLa(PO3)4,"[5.11, 5.11]","['10.1016/j.jallcom.2014.04.167', '10.1016/j.jallcom.2014.04.167']"
Ga2PbSe4,"[1.83, 1.98, 1.98, 2.099, 2.38, 2.547]","['10.1016/j.jallcom.2015.02.034', '10.1016/j.jallcom.2015.02.034', '10.1016/j.molstruc.2014.11.019', '10.1016/j.molstruc.2014.11.019', '10.1016/j.molstruc.2014.11.019', '10.1016/j.molstruc.2014.11.019']"
SnSe,"[0.45, 0.5, 0.536, 0.61, 0.6619999999999999, 0.831, 0.84, 0.86, 0.9, 0.9, 0.9, 0.9, 0.92, 0.923, 0.932, 1.15, 1.3, 1.44, 1.49, 1.5, 1.51, 1.63, 5.412]","['10.1016/j.mtphys.2022.100756', '10.1016/j.physleta.2020.126829', '10.1016/j.physleta.2020.126829', '10.1016/j.mssp.2022.107301', '10.1016/j.cej.2023.141489', '10.1016/j.jallcom.2018.12.035', '10.1016/j.jmrt.2022.06.018', '10.1016/j.jmrt.2022.06.018', '10.1016/j.chemphys.2022.111501', '10.1016/j.synthmet.2021.116968', '10.1016/j.synthmet.2021.116968', '10.1016/j.synthmet.2021.116968', '10.1016/j.apsadv.2022.100275', '10.1016/j.apsadv.2022.100275', '10.1016/j.apsadv.2022.100275', '10.1016/j.apsadv.2022.100275', '10.1016/j.physb.2022.413668', '10.1016/0022-0248(81)90469-3', '10.1016/j.physe.2020.114454', '10.1016/j.mssp.2022.107301', '10.1016/j.mssp.2022.107301', '10.1016/j.jmrt.2022.06.018', '10.1016/j.apsadv.2022.100275']"
ScPO4,"[4.4, 4.4]","['10.1016/j.cej.2016.11.136', '10.1016/j.cej.2016.11.136']"
GaS,"[0.941, 1.988, 2.44, 2.5, 2.5, 2.54, 2.586, 2.586, 3.0, 3.05]","['10.1016/j.mssp.2022.107103', '10.1016/j.matpr.2020.05.070', '10.1016/j.cap.2018.03.019', '10.1016/j.vacuum.2020.109562', '10.1016/j.jallcom.2017.05.304', '10.1016/j.surfin.2022.102453', '10.1016/j.mtcomm.2021.102212', '10.1016/j.jallcom.2011.11.133', '10.1016/j.surfin.2022.102451', '10.1016/j.cap.2018.03.019']"
GeS,"[1.46, 1.6, 1.82]","['10.1016/j.physleta.2020.126829', '10.1016/j.physleta.2020.126829', '10.1016/j.spmi.2018.06.013']"
P,"[0.3, 0.35, 0.944, 2.5]","['10.1016/j.physleta.2020.126829', '10.1016/j.physe.2021.115068', '10.1016/j.cap.2016.11.021', '10.1016/j.ijleo.2022.168874']"
SnS,"[0.0026000000000000003, 0.29, 0.6, 1.1, 1.149, 1.21, 1.22, 1.25, 1.26, 1.28, 1.328, 1.38, 1.4, 1.4500000000000002, 1.5, 1.63, 1.63, 1.67, 1.96, 2.1, 2.4, 2.7, 4.2, 4.44]","['10.1016/j.physleta.2020.126829', '10.1016/j.physb.2018.06.024', '10.1016/j.physb.2018.06.024', '10.1016/j.chemphys.2022.111501', '10.1016/j.apsusc.2022.153153', '10.1016/0009-2614(87)80553-5', '10.1016/j.carbon.2016.08.082', '10.1016/j.carbon.2016.08.082', '10.1016/j.carbon.2016.08.082', '10.1016/j.carbon.2016.08.082', '10.1016/j.mssp.2022.106616', '10.1016/j.mssp.2022.106616', '10.1016/j.mssp.2022.106616', '10.1016/j.jpcs.2018.10.019', '10.1016/j.jpcs.2018.10.019', '10.1016/j.jpcs.2018.10.019', '10.1016/j.jpcs.2018.10.019', '10.1016/j.rinp.2023.106236', '10.1016/j.optcom.2016.11.060', '10.1016/j.optcom.2016.11.060', '10.1016/j.optcom.2016.11.060', '10.1016/j.rinp.2023.106236', '10.1016/j.rinp.2023.106236', '10.1016/j.apsadv.2022.100275']"
Ge2Sb2Te5,[0.256],['10.1016/j.mtcomm.2023.105839']
P7Pb,[1.3],['10.1016/j.jssc.2015.12.028']
BPO,[2.608],['10.1016/j.jssc.2012.09.024']
CO,"[1.58, 1.7, 1.92, 1.98, 2.0, 2.45]","['10.1016/j.jmrt.2021.06.026', '10.1016/j.jmrt.2021.06.026', '10.1016/j.commatsci.2014.10.041', '10.1016/j.surfin.2022.102273', '10.1016/j.surfin.2022.102273', '10.1016/j.comptc.2020.112913']"
CsAuF3,[2.2],['10.1016/j.physleta.2019.126169']
F2,"[0.084, 1.8399999999999999, 2.94]","['10.1016/j.commatsci.2016.12.012', '10.1016/j.cplett.2022.139807', '10.1016/j.rinp.2021.104864']"
Lu2WO6,[3.13],['10.1016/j.materresbull.2015.04.014']
NaMgH3,"[3.4, 3.4, 3.4, 3.45]","['10.1016/j.jallcom.2008.06.127', '10.1016/j.jpcs.2010.05.007', '10.1016/j.jpcs.2010.05.007', '10.1016/j.jpcs.2010.05.007']"
Br,"[1.02, 1.64, 1.71, 2.3]","['10.1016/j.cocom.2022.e00663', '10.1016/j.susc.2023.122304', '10.1016/j.matchemphys.2020.123374', '10.1016/j.cplett.2008.06.035']"
Ba2MgWO6,"[3.06, 3.4]","['10.1016/j.commatsci.2013.04.053', '10.1016/j.commatsci.2013.04.053']"
Ba2ZnWO6,[3.5],['10.1016/j.commatsci.2013.04.053']
Si17Pd2,[1.97],['10.1016/j.tsf.2014.02.019']
LuZnCuAs2,[0.4],['10.1016/j.physb.2020.412351']
C3N,"[0.34, 0.386, 0.39, 0.39, 0.39, 0.4, 0.407, 0.597, 0.682, 0.8, 1.0, 1.042]","['10.1016/j.cplett.2021.138461', '10.1016/j.cplett.2021.138461', '10.1016/j.apsusc.2019.144450', '10.1016/j.cclet.2020.07.048', '10.1016/j.carbon.2018.12.109', '10.1016/j.carbon.2018.12.109', '10.1016/j.carbon.2018.12.109', '10.1016/j.apsusc.2019.143730', '10.1016/j.carbon.2020.06.082', '10.1016/j.apsusc.2019.143730', '10.1016/j.physb.2019.411807', '10.1016/j.physb.2019.411807']"
Cu,"[0.31, 0.46, 0.558, 0.59, 0.66, 0.9, 1.115, 1.205, 1.3, 1.41, 1.458, 1.4675, 1.47, 1.49, 1.5, 1.68, 1.8, 1.9, 1.97, 2.06, 2.19, 2.3, 2.3, 2.3, 2.96, 3.1449999999999996, 3.17, 3.295, 3.4, 8.5]","['10.1016/j.gce.2022.06.003', '10.1016/j.mseb.2020.114864', '10.1016/j.jallcom.2022.163707', '10.1016/j.solidstatesciences.2020.106287', '10.1016/j.comptc.2016.01.018', '10.1016/j.mseb.2017.10.016', '10.1016/j.physe.2019.113702', '10.1016/j.mssp.2021.106012', '10.1016/j.jlumin.2022.119112', '10.1016/j.ssc.2020.113943', '10.1016/j.commatsci.2022.111579', '10.1016/j.mtcomm.2023.105483', '10.1016/j.vacuum.2022.111226', '10.1016/j.ssc.2012.09.018', '10.1016/j.inoche.2022.110168', '10.1016/j.jallcom.2023.169600', '10.1016/j.spmi.2016.07.025', '10.1016/j.spmi.2016.07.025', '10.1016/j.commatsci.2017.11.021', '10.1016/j.commatsci.2010.11.018', '10.1016/j.jmmm.2021.168026', '10.1016/j.mssp.2021.106415', '10.1016/j.susc.2023.122304', '10.1016/j.mtcomm.2019.100831', '10.1016/j.nantod.2022.101538', '10.1016/j.nantod.2022.101538', '10.1016/j.ceramint.2020.07.152', '10.1016/S0921-5107(98)00435-8', '10.1016/S0921-5107(98)00435-8', '10.1016/j.jallcom.2023.169600', '10.1016/j.cplett.2018.05.076']"
InP,"[0.72, 1.079, 1.34, 1.34, 1.5, 1.9, 2.134, 2.134, 2.2, 4.43]","['10.1016/j.physe.2022.115599', '10.1016/j.physe.2022.115599', '10.1016/j.physb.2022.414042', '10.1016/j.physb.2022.414042', '10.1016/j.mseb.2005.08.117', '10.1016/j.apsusc.2021.151972', '10.1016/S0009-2614(99)00671-5', '10.1016/j.spmi.2012.02.017', '10.1016/j.spmi.2012.02.017', '10.1016/j.ijleo.2016.04.092']"
BPC,"[0.44, 0.552, 1.18]","['10.1016/j.physe.2020.114583', '10.1016/j.physb.2019.07.017', '10.1016/j.physb.2019.07.017']"
Cr2O3,"[3.0, 3.08, 3.08, 3.4, 3.4, 3.5, 3.5, 4.85]","['10.1016/j.jssc.2016.02.003', '10.1016/j.electacta.2018.04.058', '10.1016/j.apsusc.2010.01.122', '10.1016/j.apsusc.2010.01.122', '10.1016/j.apsusc.2010.01.122', '10.1016/j.apsusc.2010.01.122', '10.1016/j.apsusc.2008.05.332', '10.1016/j.cap.2008.01.005']"
TiFeO3,"[0.28, 0.28, 0.28, 2.65]","['10.1016/j.jmmm.2015.05.096', '10.1016/j.solmat.2011.03.048', '10.1016/j.solmat.2011.03.048', '10.1016/j.solmat.2011.03.048']"
RbPb2Br5,"[2.92, 2.937, 3.415]","['10.1016/j.jpcs.2015.12.003', '10.1016/j.jpcs.2015.12.003', '10.1016/j.jpcs.2015.12.003']"
TiFe2O5,"[1.75, 1.81, 2.18, 2.18]","['10.1016/j.jpcs.2020.109802', '10.1016/j.pnsc.2013.06.012', '10.1016/j.pnsc.2013.06.012', '10.1016/j.ceramint.2015.01.141']"
CaB6,"[1.0, 1.0]","['10.1016/j.jallcom.2015.02.128', '10.1016/S1293-2558(00)01091-8']"
LiCaGaN2,[2.194],['10.1016/j.mssp.2015.06.021']
GaN,"[0.15, 0.26, 0.45, 1.03, 1.25, 1.49, 1.519, 1.651, 1.6825, 1.867, 1.89, 1.89, 1.933, 1.933, 1.95, 2.0, 2.01, 2.01, 2.063, 2.13, 2.14, 2.15, 2.16, 2.27, 2.29, 2.335, 2.358, 2.4, 2.41, 2.54, 2.55, 2.68, 2.79, 2.835, 2.88, 2.96, 2.973, 3.0, 3.0, 3.0, 3.12, 3.21, 3.22, 3.3, 3.39, 3.39, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.4, 3.41, 3.42, 3.42, 3.42, 3.44, 3.44, 3.47, 3.47, 3.474, 3.5, 3.5, 3.5, 3.7, 4.03, 4.1, 4.1, 4.36, 4.415, 5.714, 5.838, 6.2, 8.0]","['10.1016/j.apsusc.2022.153023', '10.1016/j.tsf.2005.06.017', '10.1016/j.physe.2018.06.012', '10.1016/j.surfin.2022.102298', '10.1016/j.apsusc.2020.148505', '10.1016/j.spmi.2019.106270', '10.1016/j.spmi.2019.106270', '10.1016/j.mssp.2021.106326', '10.1016/j.physb.2012.05.035', '10.1016/j.surfin.2021.101051', '10.1016/j.apsadv.2021.100106', '10.1016/j.jechem.2021.09.007', '10.1016/j.cocom.2021.e00569', '10.1016/j.cocom.2021.e00569', '10.1016/j.commatsci.2013.05.038', '10.1016/S0921-4526(02)01782-9', '10.1016/j.solidstatesciences.2010.07.016', '10.1016/j.mssp.2021.106015', '10.1016/j.mssp.2021.106015', '10.1016/S0921-5107(01)00749-8', '10.1016/j.physb.2008.02.003', '10.1016/j.commatsci.2014.08.021', '10.1016/j.commatsci.2014.08.021', '10.1016/j.commatsci.2014.08.021', '10.1016/j.jallcom.2015.12.258', '10.1016/j.mssp.2022.107051', '10.1016/j.jallcom.2012.03.088', '10.1016/j.optmat.2015.06.049', '10.1016/j.mtphys.2020.100225', '10.1016/j.commatsci.2019.109337', '10.1016/j.commatsci.2019.109337', '10.1016/j.commatsci.2019.109337', '10.1016/j.apsusc.2014.07.077', '10.1016/j.spmi.2018.04.021', '10.1016/j.spmi.2019.06.003', '10.1016/j.mejo.2007.07.023', '10.1016/j.physe.2021.114994', '10.1016/j.jcis.2021.09.050', '10.1016/j.physe.2020.114277', '10.1016/j.spmi.2019.04.020', '10.1016/j.cap.2004.01.028', '10.1016/j.physb.2022.414367', '10.1016/j.micrna.2022.207317', '10.1016/j.cplett.2019.05.005', '10.1016/j.susc.2017.03.007', '10.1016/j.susc.2017.03.007', '10.1016/j.physleta.2004.06.032', '10.1016/j.vacuum.2020.110008', '10.1016/j.vacuum.2020.110008', '10.1016/j.ijleo.2019.164035', '10.1016/j.ijleo.2013.10.028', '10.1016/j.apsusc.2015.03.166', '10.1016/j.apsusc.2023.156457', '10.1016/j.physe.2018.06.012', '10.1016/j.mssp.2020.105049', '10.1016/j.jpcs.2017.12.002', '10.1016/j.physe.2009.04.016', '10.1016/j.nimb.2016.12.042', '10.1016/j.tsf.2015.09.072', '10.1016/j.matchemphys.2012.08.046', '10.1016/j.matchemphys.2012.08.046', '10.1016/j.nanoen.2012.03.001', '10.1016/j.matchemphys.2022.126995', '10.1016/j.apsusc.2020.147148', '10.1016/j.apsusc.2020.147148', '10.1016/j.physb.2011.11.026', '10.1016/j.apsusc.2022.155693', '10.1016/j.ijleo.2018.08.083', '10.1016/j.ijleo.2018.08.083', '10.1016/S0169-4332(97)00582-5', '10.1016/j.ssc.2022.114705', '10.1016/j.physe.2021.114994', '10.1016/j.physe.2020.114277', '10.1016/j.spmi.2009.11.006', '10.1016/j.apsusc.2020.146445', '10.1016/j.physe.2020.114480', '10.1016/j.infrared.2017.01.006', '10.1016/j.infrared.2017.01.006', '10.1016/j.rinp.2019.102330', '10.1016/j.rinp.2019.102330', '10.1016/j.matdes.2016.02.050', '10.1016/j.matdes.2016.02.050', '10.1016/j.matdes.2016.02.050', '10.1016/j.vacuum.2018.03.058', '10.1016/j.vacuum.2018.03.058']"
SnTe,"[0.122, 0.17, 0.17, 0.18, 0.19, 0.37, 0.721, 1.0, 2.22]","['10.1016/j.jallcom.2023.170182', '10.1016/j.jpcs.2023.111232', '10.1016/j.commatsci.2020.109777', '10.1016/j.spmi.2019.04.008', '10.1016/j.physb.2015.03.002', '10.1016/j.jallcom.2023.170182', '10.1016/j.jallcom.2023.170182', '10.1016/j.physe.2019.113605', '10.1016/j.physe.2019.113605']"
SrO,"[4.013, 4.166, 5.727, 5.9, 5.9, 5.9, 6.38]","['10.1016/j.mssp.2021.105940', '10.1016/j.mssp.2015.04.016', '10.1016/j.jmmm.2020.167524', '10.1016/j.jpcs.2014.10.021', '10.1016/j.jpcs.2014.10.021', '10.1016/j.jpcs.2014.10.021', '10.1016/j.mssp.2013.07.011']"
La3TaO7,[2.5],['10.1016/j.jpcs.2008.12.005']
Al,"[0.023, 0.111, 0.111, 0.143, 0.24, 0.253, 0.47, 0.8, 0.885, 1.038, 1.567, 1.567, 1.8, 2.03, 2.4085, 2.73, 3.0, 3.0, 3.3, 3.65, 6.2, 6.49]","['10.1016/j.jmgm.2014.07.016', '10.1016/j.physleta.2017.04.030', '10.1016/j.physb.2021.413057', '10.1016/j.apsusc.2022.153317', '10.1016/j.rinp.2020.103222', '10.1016/j.apsusc.2020.147148', '10.1016/j.physleta.2017.07.016', '10.1016/j.physleta.2017.07.016', '10.1016/j.cplett.2006.01.118', '10.1016/j.jmmm.2022.169895', '10.1016/j.jmmm.2022.169895', '10.1016/j.cplett.2009.01.018', '10.1016/j.ijhydene.2009.10.014', '10.1016/j.commatsci.2018.05.019', '10.1016/j.commatsci.2018.05.019', '10.1016/j.commatsci.2018.05.019', '10.1016/j.jallcom.2021.161770', '10.1016/j.susc.2010.07.004', '10.1016/j.susc.2010.07.004', '10.1016/j.commatsci.2014.06.011', '10.1016/j.commatsci.2014.06.011', '10.1016/j.commatsci.2014.06.011']"
Eu0.125Fe1.875Co1O4,[0.96],['10.1016/j.jmmm.2016.08.027']
GaAs,"[0.61, 0.7, 0.737, 0.77, 0.82, 0.985, 1.2, 1.32, 1.33, 1.33, 1.34, 1.349, 1.42, 1.42, 1.42, 1.42, 1.48, 1.5, 1.5, 1.5, 1.519, 1.52, 1.52, 1.52, 1.52, 1.52, 1.553, 1.553, 1.76, 1.87, 1.8769, 2.0, 2.25, 2.75, 2.8, 2.8, 3.48, 4.61]","['10.1016/j.physe.2010.03.009', '10.1016/j.physe.2019.113843', '10.1016/j.physb.2012.08.021', '10.1016/j.physb.2012.04.018', '10.1016/j.mssp.2021.105736', '10.1016/j.jpcs.2020.109618', '10.1016/j.matchemphys.2003.08.004', '10.1016/j.mssp.2015.08.018', '10.1016/S0038-1098(01)00051-5', '10.1016/j.ssc.2018.11.003', '10.1016/j.ssc.2018.11.003', '10.1016/j.ssc.2018.11.003', '10.1016/j.cplett.2020.138194', '10.1016/j.ssc.2018.05.003', '10.1016/j.physb.2017.09.030', '10.1016/j.matchemphys.2003.12.011', '10.1016/j.physb.2015.12.011', '10.1016/j.spmi.2007.05.004', '10.1016/S0039-6028(02)01174-3', '10.1016/S0921-5107(01)00873-X', '10.1016/j.apsusc.2005.06.023', '10.1016/j.physb.2012.01.132', '10.1016/j.jallcom.2020.155901', '10.1016/j.ijleo.2015.02.010', '10.1016/j.ijleo.2015.02.010', '10.1016/j.spmi.2018.03.075', '10.1016/S0927-796X(00)00028-0', '10.1016/j.jpcs.2007.02.021', '10.1016/j.jpcs.2007.02.021', '10.1016/j.jpcs.2007.02.021', '10.1016/j.jpcs.2007.02.021', '10.1016/j.spmi.2013.04.021', '10.1016/j.spmi.2013.04.021', '10.1016/j.spmi.2012.02.017', '10.1016/j.spmi.2012.02.017', '10.1016/j.spmi.2012.02.017', '10.1016/j.tsf.2021.138800', '10.1016/j.physb.2014.08.024', '10.1016/j.ijleo.2017.01.059', '10.1016/j.rinp.2023.106236', '10.1016/j.physe.2009.10.033']"
NdCoO3,[1.95],['10.1016/j.ssc.2022.114684']
PrCoO3,"[1.08, 1.57]","['10.1016/j.ssc.2022.114684', '10.1016/j.ssc.2022.114684']"
K3SiTe3,"[1.8, 1.8]","['10.1016/j.jssc.2006.05.029', '10.1016/j.jssc.2006.05.029']"
TiS2,"[0.1, 0.44, 1.095, 1.275, 1.275, 1.327]","['10.1016/j.cap.2020.06.004', '10.1016/j.physb.2011.12.061', '10.1016/j.vacuum.2020.109232', '10.1016/j.solidstatesciences.2022.106988', '10.1016/j.cap.2020.06.004', '10.1016/j.vacuum.2020.109232']"
LiFePO4,"[0.05, 0.15, 0.3, 0.61, 3.58, 3.586, 3.71, 3.763, 3.79]","['10.1016/j.physb.2022.414437', '10.1016/j.jallcom.2022.168035', '10.1016/j.comptc.2023.114029', '10.1016/j.ssc.2004.07.055', '10.1016/j.ssi.2015.08.013', '10.1016/j.ssi.2015.08.013', '10.1016/j.ssi.2005.04.018', '10.1016/j.physb.2009.05.035', '10.1016/j.physb.2009.05.035']"
K5Nb3OF18,[4.8],['10.1016/j.optmat.2022.113175']
TiCoSb,"[0.82, 0.95, 1.0, 1.05]","['10.1016/j.jallcom.2021.161089', '10.1016/j.matchemphys.2022.125854', '10.1016/j.matchemphys.2022.125854', '10.1016/j.commatsci.2022.111852']"
MnCoTe,[1.04],['10.1016/j.jallcom.2021.161089']
CaMgSi,[0.26],['10.1016/j.rinp.2019.102483']
ZnSnP2,"[1.06, 1.06, 1.5, 1.68, 1.68]","['10.1016/j.physleta.2014.11.038', '10.1016/j.physleta.2014.11.038', '10.1016/j.jpcs.2019.05.044', '10.1016/j.jallcom.2012.03.046', '10.1016/j.jallcom.2012.03.046']"
W2CO2,[0.23],['10.1016/j.cplett.2019.136614']
MgO,"[2.97, 3.1, 3.2, 3.39, 3.45, 3.452, 3.67, 3.9, 4.436, 4.51, 4.6, 4.794, 4.8, 4.84, 4.86, 5.0, 6.0, 6.9, 7.7, 7.8, 7.8, 7.8, 7.8, 8.51]","['10.1016/j.physb.2012.09.050', '10.1016/j.jallcom.2009.12.057', '10.1016/j.jpcs.2014.10.021', '10.1016/j.physe.2015.10.035', '10.1016/j.ijleo.2019.05.001', '10.1016/j.ijleo.2019.05.001', '10.1016/j.cplett.2011.11.003', '10.1016/j.rinp.2019.102694', '10.1016/j.mssp.2021.106092', '10.1016/j.matchemphys.2017.06.035', '10.1016/j.apsusc.2018.07.041', '10.1016/j.susc.2018.05.012', '10.1016/j.susc.2018.05.012', '10.1016/j.commatsci.2022.111852', '10.1016/j.commatsci.2013.06.036', '10.1016/j.synthmet.2015.03.008', '10.1016/j.cap.2012.08.020', '10.1016/j.commatsci.2006.11.001', '10.1016/j.mseb.2022.115974', '10.1016/j.mseb.2022.115974', '10.1016/j.susc.2007.08.001', '10.1016/j.physc.2018.02.059', '10.1016/j.commatsci.2015.09.035', '10.1016/j.commatsci.2022.111852']"
