compound,Tc,source
Gd7Pd3,[318. 334. 334. 334.],"['10.1016/j.ijrefrig.2006.07.017' '10.1016/j.jallcom.2006.03.024'
 '10.1016/j.jallcom.2009.11.105' '10.1016/j.jcrysgro.2010.01.047']"
Zr3.3Nb3.3Fe81.6Cu1B6.8Mo4,[888.15],['10.1016/S0925-8388(03)00075-6']
DyAlNi4,[11.],['10.1016/j.jallcom.2004.04.130']
Mn37Ni50Sn13,[302. 334.],['10.1016/j.jallcom.2017.12.280' '10.1016/j.jcrysgro.2020.125772']
Mn2Mo3O8,[39.],['10.1016/j.electacta.2008.12.049']
Gd1Fe0.5Co0.5O3,[260.],['10.1016/j.ceramint.2022.02.185']
TbMnFeO5,[175.],['10.1016/j.ssc.2010.07.001']
Ce17Nb0.5Ga0.5Fe74.5Co2Cu0.5B6,[437.8 437.8],['10.1016/j.jallcom.2019.151998' '10.1016/j.jallcom.2019.151998']
MnFe4Si3,[300. 300. 305.],"['10.1016/j.jmmm.2021.167952' '10.1016/j.jssc.2021.121980'
 '10.1016/j.jssc.2021.121980']"
Gd19Mn,[279.9],['10.1016/j.jallcom.2010.10.208']
GdGa2,[15. 20.],['10.1016/S0921-4526(98)01149-1' '10.1016/j.jssc.2018.05.009']
Co33.33Cu66.67,[294.],['10.1016/j.jallcom.2020.155502']
KCl,[326.15],['10.1016/S0968-0896(99)00298-9']
PtBr3,[375.],['10.1016/j.apsusc.2021.151478']
EuTiO3,[ 4.   4.   5.4  5.5 16. ],"['10.1016/j.jmmm.2011.08.014' '10.1016/j.jmmm.2020.167303'
 '10.1016/j.jmmm.2020.167303' '10.1016/j.jssc.2020.121274'
 '10.1016/j.solidstatesciences.2014.08.013']"
Ho(AlFe)6,[315. 315. 350.],"['10.1016/j.jsamd.2016.05.001' '10.1016/j.jsamd.2016.05.001'
 '10.1016/j.jsamd.2016.05.001']"
HoAl6Fe6H,[350.],['10.1016/j.jsamd.2016.05.001']
Sr0.15La0.85Mn1O3,[237.   238.   290.95],"['10.1016/j.apsusc.2021.151221' '10.1016/j.jallcom.2018.06.057'
 '10.1016/j.jallcom.2018.06.057']"
Mn0.73Ga1Ni2.27,[853.15],['10.1016/j.jallcom.2018.01.175']
YCrFe38(SiB)5,[564.4],['10.1016/j.jallcom.2014.10.172']
Fe2Ni2N,[441.],['10.1016/j.jallcom.2021.161122']
MnAlCrFeCoNi,[823.15],['10.1016/j.jallcom.2020.158450']
Cr3Co11Ni6,[5.],['10.1016/j.jmst.2020.10.078']
Sr0.45Nd0.55Mn1O3,[273.],['10.1016/j.materresbull.2017.11.037']
Sr0.45Nd0.55Mn0.98Ga0.02O3,[247.],['10.1016/j.materresbull.2017.11.037']
Gd1Mn1.5Cu0.5Ge2,[239.],['10.1016/S0925-8388(97)00589-6']
TbMn2,[47.],['10.1016/j.jallcom.2006.09.169']
CaMn2O4,[220.],['10.1016/j.materresbull.2010.06.036']
ZrAlCo2,[185.6],['10.1016/j.jallcom.2004.09.071']
DyAl2,[62. 65. 73.],"['10.1016/j.cryogenics.2022.103519' '10.1016/j.jallcom.2005.07.004'
 '10.1016/j.jmmm.2018.08.047']"
LaSn2Pd3,[220.],['10.1016/j.jallcom.2017.12.323']
YFe2,[435. 465. 540. 550. 560.],"['10.1016/S0925-8388(99)00323-0' '10.1016/S0925-8388(99)00323-0'
 '10.1016/S0925-8388(99)00323-0' '10.1016/j.jallcom.2011.01.011'
 '10.1016/j.jallcom.2015.03.187']"
Cr2.91Bi3O11,[220.],['10.1016/j.jssc.2014.12.032']
La1.98Mn1.11Mo0.89O5.93,[139.],['10.1016/j.jallcom.2016.04.169']
GdFe3,[725. 725.],['10.1016/j.jallcom.2009.05.134' 'Bajorek2009-JAC-485-6']
Pr3(Co2Sn)4,[17.],['10.1016/j.jallcom.2017.01.029']
FeCO3,[38.],['10.1016/j.jallcom.2011.08.079']
PrSi,[54.],['10.1016/j.jallcom.2004.11.002']
Pr2(SbPd3)3,[6.],['10.1016/j.jallcom.2019.152428']
La1Fe11.8Si1.2,[189.],['10.1016/j.ssc.2008.06.005']
Gd2Al4CoGe2,[1.1],['10.1016/j.jallcom.2015.02.033']
Ho3Fe5O12,[137.],['10.1016/j.physb.2011.11.020']
Tb5(In2Ni)2,[125.],['10.1016/j.jallcom.2021.160171']
Sm2AlCo2,[50.],['10.1016/j.jssc.2018.01.023']
Cr2Co0.8Ni0.2O4,[86.],['10.1016/j.jssc.2013.10.048']
Mn5Ag0.1Ge2.9,[298.],['10.1016/j.jallcom.2019.04.206']
Nd1Hf0.2Co6.8,[ 275. 1065. 1065.],"['10.1016/j.physb.2004.09.006' '10.1016/j.physb.2004.09.006'
 '10.1016/j.physb.2004.09.006']"
Ba1Zr0.05Ti0.95O3,[378.15],['10.1016/j.mseb.2021.115579']
Ba1Zr0.08Ti0.92O3,[375.15],['10.1016/j.mseb.2021.115579']
NiPt,[658.],['10.1016/j.jallcom.2016.03.261']
Mn44Fe5(Ni15Sn2)3,[301.],['10.1016/j.matchemphys.2019.121720']
Gd21.6Fe67.8Co10.5,[500.],['10.1016/j.apsusc.2019.07.024']
Al1.2Fe2B2,[272.],['10.1016/j.jallcom.2018.10.206']
Al1.1Ga0.05Fe2Ge0.05B2,[294.],['10.1016/j.jallcom.2018.10.206']
TbAlNi,[47.],['10.1016/S0925-8388(99)00417-X']
Tb0.27Gd0.73,[2.],['10.1016/j.ijrefrig.2016.02.002']
YMnFe,[262.2],['10.1016/j.ijhydene.2010.09.010']
YMnFeH5,[293.],['10.1016/j.ijhydene.2010.09.010']
La0.5Fe1Bi0.5O3,[250.],['10.1016/j.jallcom.2021.160222']
Fe79.3Si5.7B13.3C1.7,[800.],['10.1016/j.actamat.2010.06.044']
Mn3AgN,[100. 228. 270. 290.],"['10.1016/j.matchemphys.2016.01.002' '10.1016/j.ssc.2015.08.024'
 '10.1016/j.ssc.2015.08.024' '10.1016/j.ssc.2015.08.024']"
Ce3MnBi5,[3.],['10.1016/S0925-8388(99)00002-X']
FeF2,[78.4],['10.1016/j.physb.2007.02.071']
Ti0.45Fe0.1Ni0.45Bi1O3,[74.],['10.1016/j.ica.2012.01.058']
Gd6AlCo3,[142. 143. 262.],"['10.1016/j.jallcom.2011.01.126' '10.1016/j.jmmm.2010.02.029'
 '10.1016/j.jmmm.2010.02.029']"
Yb3(CuGe)4,[7.5],['10.1016/S0921-5093(00)00675-4']
Sr2Fe1Mo1N0.666O5.334,[300.],['10.1016/j.ceramint.2011.09.014']
Mn2CoSb,[485.],['10.1016/j.ssc.2006.09.030']
Mn2Sn,[250. 250.],['10.1016/j.physb.2020.412692' '10.1016/j.physb.2020.412692']
Ga26Fe55Co19,[849.15],['10.1016/j.matlet.2016.06.080']
HoCu,[27.],['10.1016/j.jallcom.2007.11.114']
CeNiSb,[5.25],['10.1016/S0921-4526(98)00394-9']
MnAl2O4,[140.],['10.1016/j.ssc.2013.01.011']
YbGePt,[5.4],['10.1016/j.jallcom.2011.12.147']
CrAgSe2,[475.],['10.1016/S0038-1098(02)00226-0']
Mn4Ga6Fe2Ni13,[381. 381.],['10.1016/j.jallcom.2004.04.053' '10.1016/j.matchar.2022.112007']
CoSe2O5,[8.5],['10.1016/j.jssc.2015.09.006']
NaOsO3,[411.],['10.1016/j.ssc.2016.06.008']
EuGe2,[99.],['10.1016/j.commatsci.2022.111611']
HoNi3,[57. 60. 66.],"['10.1016/j.matchar.2015.01.011' '10.1016/j.matchar.2015.01.011'
 '10.1016/j.matchar.2015.01.011']"
La1Fe1.5Ni3.5,[250.],['10.1016/S0925-8388(97)00537-9']
Cr1S1.17,[305.],['10.1016/0378-4363(83)90182-1']
Ce2(MnCo5)3,[740. 740.],['10.1016/j.jallcom.2012.04.047' '10.1016/j.jallcom.2012.04.047']
Ba0.05Ca0.15La0.8Mn1O3,[240.],['10.1016/j.jallcom.2019.153400']
MnAlNi2,[300.],['10.1016/j.actamat.2008.05.034']
CeAl4Ni,[99.],['10.1016/0921-4526(93)90602-3']
Gd3Co2.2Si1.8,[ 13. 168. 175.],"['10.1016/j.jallcom.2012.07.140' '10.1016/j.jssc.2012.04.023'
 'Tence2014-IC-53-2728']"
Gd(BN)2,[335.],['10.1016/j.mtphys.2022.100700']
Ca2CrSbO6,[13. 14. 14.],"['10.1016/j.jssc.2018.04.037' '10.1016/j.jssc.2018.04.037'
 '10.1016/j.ssc.2006.05.011']"
Ca0.5Zn0.5Fe2O4,[ 27.   150.   205.   943.15],"['10.1016/0921-5107(92)90154-2' '10.1016/0921-5107(92)90154-2'
 '10.1016/0921-5107(92)90154-2' '10.1016/j.jallcom.2021.161276']"
Ba2CoReO6,[41.],['10.1016/j.ssc.2016.10.006']
Eu(P3Ru)4,[18.],['10.1016/S0921-4526(99)00824-8']
Eu3Ge11Pt23,[3.],['10.1016/j.jssc.2021.122486']
Er2CuGe6,[5.6],['10.1016/j.solidstatesciences.2008.04.007']
La1Mn0.94O2.97,[128.],['10.1016/j.matchemphys.2008.03.036']
La3Fe85B12,[472.],['10.1016/j.physb.2020.412014']
Pr2Co17,[1177.],['10.1016/S0925-8388(97)00475-1']
La1Mn0.3Fe11.2Si1.5N3,[374.],['10.1016/j.jallcom.2022.165927']
Dy5(In2Ni)2,[105. 105.],['10.1016/j.jallcom.2013.10.084' '10.1016/j.jallcom.2013.10.084']
Gd5CoSi2,[165. 168. 298.],"['10.1016/j.jssc.2010.11.023' '10.1016/j.jssc.2010.11.023'
 '10.1016/j.jssc.2010.11.023']"
HoB12,[6.],['10.1016/j.jssc.2005.10.046']
Mn3GaC,[168. 233. 249. 249. 249. 250. 250.],"['10.1016/j.jmmm.2003.12.422' '10.1016/j.jmmm.2003.12.422'
 '10.1016/j.jmmm.2011.02.046' '10.1016/j.materresbull.2017.10.029'
 '10.1016/j.materresbull.2017.10.029' '10.1016/j.materresbull.2017.10.029'
 'Lin2013-JAC-572-145']"
Ti3Fe3(BiO3)7,[160. 190. 195. 350.],"['10.1016/j.ceramint.2017.12.150' '10.1016/j.jmmm.2013.04.046'
 '10.1016/j.jmmm.2013.04.046' '10.1016/j.materresbull.2003.09.028']"
Nd(Fe2B)6,[230.],['10.1016/j.ssc.2017.01.010']
Ca2FeReO6,[325. 385. 540. 540.],"['10.1016/S0025-5408(01)00708-5' '10.1016/S0038-1098(02)00079-0'
 'Antonov2016-PRB-94-035122' 'Antonov2016-PRB-94-035122']"
NdNiO3,[200.],['10.1016/j.jssc.2020.121865']
GdFe11Re,[518.],['10.1016/S0925-8388(01)01826-6']
LiEuF3,[631.],['10.1016/j.cocom.2019.e00432']
GdGaNi,[28.],['10.1016/j.jssc.2022.123118']
GdCuO3,[750. 770.],['10.1016/j.physleta.2021.127587' '10.1016/j.physleta.2021.127587']
Mn2.8Cu0.2Sn1C1,[245.],['10.1016/j.jallcom.2020.154548']
TiBP,[491.6],['10.1016/j.physleta.2017.02.012']
Ho2Co17,[1177.],['10.1016/S0925-8388(97)00567-7']
Ti3Fe0.5Co0.5Bi5O15,[618.],['10.1016/j.ceramint.2019.01.040']
Nd5(FeB3)2,[21. 68. 68.],"['10.1016/j.jallcom.2016.09.243' '10.1016/j.jallcom.2016.09.243'
 '10.1016/j.jallcom.2016.09.243']"
Sr0.15La1.85Cu1O4,[41.],['10.1016/j.physb.2018.08.054']
Ho2Fe14Si3,[477. 480.],['10.1016/j.jallcom.2016.10.069' '10.1016/j.jallcom.2016.10.069']
GdMnO3,[ 43.5  50.  280. ],"['10.1016/j.jmmm.2016.12.108' '10.1016/j.physb.2019.06.055'
 '10.1016/j.physb.2019.06.055']"
Cr2Cd0.99Ag0.01Se4,[130.],['10.1016/0038-1098(91)90828-J']
LaFePO,[ 4.  4.  4.  7. 26. 50.],"['10.1016/j.jallcom.2009.08.108' '10.1016/j.jmmm.2010.03.018'
 '10.1016/j.jmmm.2010.03.018' '10.1016/j.jmmm.2015.02.041'
 '10.1016/j.jmmm.2015.02.041' 'Platt2013-AP-62-453']"
NdAl4Ni,[9.5],['10.1016/0921-4526(94)90442-1']
NbFeCoCuNiB,[1223.],['10.1016/j.tsf.2011.03.109']
UCoSn,[ 51.  54.  82.  85. 102.],"['10.1016/j.jallcom.2006.10.100' '10.1016/j.jallcom.2011.11.131'
 '10.1016/j.jallcom.2011.11.131' '10.1016/j.jallcom.2011.11.131'
 '10.1016/j.jallcom.2011.11.131']"
Ce0.08Pr1.92Cu1O4,[170.],['10.1016/0921-4534(91)91862-X']
Cs2CrCl4,[58. 58.],['10.1016/0038-1098(74)90765-0' '10.1016/0038-1098(74)90765-0']
Zn0.7Fe2Cu0.1Ni0.2O4,[296.],['10.1016/j.ceramint.2020.11.138']
Nd13Dy2Fe77(BC3)2,[590.],['10.1016/S0925-8388(00)01502-4']
Gd2Ge6Pd,[37.],['10.1016/j.jmst.2018.11.010']
Mn3Ga2Ni5,[350.],['10.1016/j.mseb.2008.07.001']
Sr0.2La0.77Y0.03Mn1O3,[261.],['10.1016/j.jallcom.2007.11.124']
La5Re3NiO16,[14. 36.],['10.1016/j.jssc.2006.03.043' '10.1016/j.jssc.2006.03.043']
La5CoRe3O16,[35.],['10.1016/j.jssc.2006.03.043']
U3Te5,[117.],['10.1016/S0925-8388(00)01333-5']
HoRh,[10.2],['10.1016/j.intermet.2020.106989']
Ca0.4La0.5Mn1Ag0.1O3,[257.],['10.1016/j.jallcom.2015.05.026']
Cr2.2Co0.1Cu0.78Se4,[362.],['10.1016/S0921-4526(98)00427-X']
Ba0.2La0.8Mn0.95Fe0.05O3,[233.],['10.1016/j.jallcom.2012.10.087']
Mn2C,[720.],['10.1016/j.physrep.2019.12.006']
DyCo,[ 34. 106. 521.],"['10.1016/j.jmmm.2005.07.032' '10.1016/j.jnoncrysol.2018.04.039'
 '10.1016/j.jnoncrysol.2018.04.039']"
Ho4.5Er1.5Mn1Bi2,[182.],['10.1016/j.jallcom.2006.10.145']
Ho3Er3MnBi2,[150.],['10.1016/j.jallcom.2006.10.145']
Ba0.1La0.75Mn1Ag0.15O3,[297.],['10.1016/j.jallcom.2009.01.030']
Te,[ 14. 533.],['10.1016/j.ceramint.2020.01.178' 'Fan2020-JSNM-']
WO3,[383.15 383.15],['10.1016/j.matchemphys.2007.01.004' '10.1016/j.matchemphys.2007.01.004']
Sr0.47La0.53Mn1O3,[340.],['10.1016/j.matchemphys.2021.124310']
NaZn13,[210.],['10.1016/j.addma.2022.102620']
Dy11(Ni10C)6,[4.8],['10.1016/j.jpcs.2018.06.010']
Mn1Fe1Si0.5P0.5,[382.],['10.1016/j.jssc.2011.06.019']
Zr2N,[470. 470. 470.],"['10.1016/j.ceramint.2020.09.079' '10.1016/j.ceramint.2020.09.079'
 '10.1016/j.ceramint.2020.09.079']"
TbCo,[503.15],['10.1016/j.matdes.2009.01.040']
Dy2InPd2,[12.],['10.1016/j.jallcom.2015.01.189']
ErNi2,[7.],['10.1016/j.jallcom.2017.11.194']
Al1.5Cr1Fe2Co4,[1061.],['10.1016/j.matchar.2022.112009']
Sr1.5Pr0.5Co1O4,[200.],['10.1016/j.physc.2007.03.043']
Sr2ErRuO6,[36.],['10.1016/j.progsolidstchem.2007.02.001']
Zn0.6Fe2Co0.4O4,[350. 353.],['10.1016/j.jpcs.2007.05.025' '10.1016/j.jpcs.2007.05.025']
La1Fe11.6Si1.4,[190.],['10.1016/j.jallcom.2008.07.139']
MnCo(BiO3)2,[95.],['10.1016/j.materresbull.2008.10.015']
LaCoO3,[ 80. 100. 275. 335.],"['10.1016/j.cap.2021.05.003' '10.1016/j.jmmm.2009.09.057'
 '10.1016/j.jmmm.2009.09.057' '10.1016/j.tca.2005.01.054']"
Eu(H3N)6,[5.5],['10.1016/0022-4596(69)90003-6']
DyMnFeO5,[178.],['10.1016/j.jssc.2008.05.009']
Mn3ZnN,[185. 185. 358. 470.],"['10.1016/j.ssc.2012.01.011' 'Lin2013-JAC-572-145'
 'Lin2013-JAC-572-145' 'Lin2013-JAC-572-145']"
NdCoSiH,[20.5],['10.1016/j.jallcom.2008.09.183']
Tb(MnSn)6,[330.   428.45],['10.1016/S0925-8388(01)02020-5' '10.1016/j.jmmm.2006.01.146']
Fe75Si12B9C4,[793.15],['10.1016/j.actamat.2018.05.068']
Ba3Fe2W1O8.45,[340.],['10.1016/j.jssc.2006.04.050']
Sr0.16Ca0.17La0.67Mn1O3,[336.],['10.1016/j.jallcom.2014.06.169']
YVCoSn,[981.],['10.1016/j.ssc.2020.114157']
Er26Ga8Co9,[220.],['10.1016/j.jssc.2021.122322']
Zn0.9Fe2.1O4,[366.15],['10.1016/j.jallcom.2020.156907']
Zn0.75Fe2Ni0.25O4,[340.15],['10.1016/j.jallcom.2020.156907']
H5C5O2,[555.15],['10.1016/j.jhazmat.2009.06.122']
Ho2Fe17,[330. 350.],['10.1016/j.jallcom.2016.08.041' '10.1016/j.jallcom.2016.10.069']
Gd0.5Y0.5Co2,[255.],['10.1016/j.jallcom.2014.08.147']
Er1Mn0.45Fe0.55O3,[365.],['10.1016/j.jallcom.2018.07.061']
Mn3CuNiN,[185. 185.],['10.1016/j.jallcom.2015.05.212' '10.1016/j.jallcom.2015.05.212']
Dy2Ge2Ru,[61.8],['10.1016/S0921-4526(00)00462-2']
Mn2AlCu,[690.],['10.1016/j.intermet.2017.02.008']
Gd11Fe(CoSi)4,[308.],['10.1016/j.jnoncrysol.2013.01.042']
CoGeO3,[35.],['10.1016/j.ceramint.2015.03.018']
La0.89Mn1O3,[270.],['10.1016/S0022-4596(03)00027-6']
Mg,[  7.  39.  39.  39.  39.  39.  39.  39. 323. 450. 450. 450. 563.],"['10.1016/j.ceramint.2020.11.138' '10.1016/j.intermet.2006.03.010'
 'Canfield2016-RPP-79-084506' 'FloresLivas2020-PR-856-1'
 'Handbook of Superconducting Materials Vol1-2'
 'Lamichhane2018-PRA-9-024023' 'Lamichhane2018-PRA-9-024023'
 'Pandey2018-PRA-10-034038' 'Pandey2018-PRA-10-034038'
 'Petermuller2018-IC-57-10341' 'Ruan2021-JAC-868-159230'
 'Salamakha2022-PRB-105-205112' 'Wiendlocha2016-PRB-94-134517']"
Sm0.982Gd0.018Al2,[84.],['10.1016/j.jallcom.2006.05.071']
CrO3,[469.15],['10.1016/j.ceramint.2018.02.194']
Mn0.81Ga1Ni2.19,[340.],['10.1016/j.jallcom.2012.04.077']
Sm1Al0.22Fe1.78,[600.],['10.1016/S0022-4596(02)00230-X']
Sm1Al0.3Fe2.7,[590.],['10.1016/S0022-4596(02)00230-X']
Sm6Al3.22Fe19.78,[480.],['10.1016/S0022-4596(02)00230-X']
Ba0.5Sm0.5Ti1O3,[ 4.   42.59 48.64],"['10.1016/j.materresbull.2016.10.016' '10.1016/j.materresbull.2016.10.016'
 '10.1016/j.materresbull.2016.10.016']"
FeGeO3,[79. 79. 79.],"['10.1016/j.jssc.2012.11.020' '10.1016/j.jssc.2012.11.020'
 '10.1016/j.jssc.2012.11.020']"
La5FeRe3O16,[155.],['10.1016/S0022-4596(02)00058-0']
Al82.8Fe0.2Cu17,[821.15],['10.1016/j.jre.2020.10.008']
Ho0.8Mn1.2O3,[76.],['10.1016/j.jallcom.2020.158230']
Fe76Si5.7B9.5P5C3.8,[54.],['10.1016/j.jallcom.2008.08.089']
NdCo9Si4,[  12. 1060.],['10.1016/j.jallcom.2004.09.034' '10.1016/j.jssc.2013.10.046']
Ca0.1Yb0.9Mn0.5Cr0.5O3,[52.5],['10.1016/j.jeurceramsoc.2012.04.039']
La0.57Nd0.1Ti0.15Mn0.85Pb0.33O3,[279.],['10.1016/j.jallcom.2012.02.152']
GdPd,[34.7 39. ],['10.1016/j.jre.2018.03.016' '10.1016/j.jre.2018.03.016']
Sr3Fe2TeO9,[260.],['10.1016/j.jssc.2016.06.024']
Zn(CoO2)2,[42.],['10.1016/j.tsf.2014.10.103']
Ta8Fe25.55Co46.45B20,[51.],['10.1016/j.jallcom.2016.03.053']
Ca0.37La0.63Mn0.92Cu0.08O3,[225. 500.],['10.1016/j.jallcom.2008.11.070' '10.1016/j.jallcom.2008.11.070']
Mn1.15Fe0.85Si0.45B0.03P0.52,[228.],['10.1016/j.jallcom.2016.12.402']
MnGeRu2,[316.],['10.1016/j.jallcom.2016.09.017']
Eu(Cu2Sn)2,[75.],['10.1016/j.jallcom.2006.11.094']
Nd6AlFeCo2,[496.],['10.1016/S1359-6454(02)00394-4']
TbNi5,[24.],['10.1016/j.jallcom.2011.01.012']
TbFeNi4,[300.],['10.1016/j.jallcom.2011.01.012']
Ca0.25La0.75Mn1O3,[224.],['10.1016/j.physb.2012.03.069']
NdFeO3,[480. 760.],['10.1016/j.ceramint.2021.09.150' '10.1016/j.physb.2021.412899']
Fe2.99O4,[112.],['10.1016/j.apsusc.2005.07.090']
TbFe1728(B6Mo)96,[480.46],['10.1016/j.jallcom.2010.06.061']
Gd0.06Ga0.94N1,[400. 400. 400.],"['10.1016/S0038-1098(02)00228-4' '10.1016/S0038-1098(02)00228-4'
 '10.1016/S0038-1098(02)00228-4']"
GdGaN,[400.],['10.1016/S0038-1098(02)00228-4']
Gd34(AlNi)33,[38. 38.],['10.1016/j.jre.2020.04.011' '10.1016/j.jre.2020.04.011']
Ba1Sc1.8Fe10.2O19,[256.5],['10.1016/j.scriptamat.2021.114466']
Sc(Al2Fe)4,[225. 225. 526.],"['10.1016/S0304-8853(01)00061-0' '10.1016/S0304-8853(02)00972-1'
 '10.1016/S0925-8388(03)00490-0']"
MnZn,[538.15 688.15],['10.1016/j.jmmm.2019.165496' '10.1016/j.jmmm.2019.165496']
CaMnFeGe2,[300.],['10.1016/S0925-8388(02)01354-3']
PrCo5,[180.],['10.1016/S0304-8853(02)00438-9']
Tb1Ga0.5Fe6Ge5.5,[536.],['10.1016/S0925-8388(01)01608-5']
Nd2Fe16Co,[330.  441.  649.5 743.  773. ],"['10.1016/j.jallcom.2010.06.108' '10.1016/j.jallcom.2010.06.108'
 '10.1016/j.jallcom.2010.06.108' '10.1016/j.jallcom.2010.06.108'
 '10.1016/j.jallcom.2010.06.108']"
EuZnAu,[51.9 53. ],['10.1016/j.jssc.2009.06.034' '10.1016/j.jssc.2009.06.034']
EuIn6Ni7,[36.],['10.1016/j.solidstatesciences.2005.12.007']
KFeO2,[100. 108. 300. 300.],"['10.1016/S0921-4526(99)01805-0' '10.1016/S0921-4526(99)01805-0'
 '10.1016/j.matpr.2020.04.032' '10.1016/j.matpr.2020.04.032']"
CoTeMoO6,[20.  24.4],"['10.1016/j.solidstatesciences.2009.10.005'
 '10.1016/j.solidstatesciences.2009.10.005']"
NpGa5Co,[47.],['10.1016/j.physb.2005.01.298']
Er2Fe17C,[ 83. 110.],['10.1016/0304-8853(91)90792-9' '10.1016/0304-8853(91)90792-9']
GdTiFe11,[410. 607. 661.],"['10.1016/S0304-8853(02)01570-6' '10.1016/S0304-8853(02)01570-6'
 '10.1016/j.jmmm.2003.11.147']"
TaFe,[100. 200.],['10.1016/j.jnoncrysol.2021.121080' '10.1016/j.jnoncrysol.2021.121080']
Co40Si3B7,[351.],['10.1016/j.jmmm.2004.02.027']
Mn0.75Co2Ni0.25O4,[126.],['10.1016/j.ceramint.2020.03.165']
Zr3Fe1H6.52O0.2,[140.],['10.1016/j.jallcom.2004.05.064']
Sr14MnBi11,[15. 33.],['10.1016/j.jssc.2018.12.037' '10.1016/j.jssc.2018.12.037']
NdCrO4,[2.],['10.1016/S0925-8388(00)01079-3']
LaVO3,[116.  137.  137.  139.  145.5 200. ],"['10.1016/j.jmmm.2003.12.947' '10.1016/j.jsamd.2016.06.013'
 '10.1016/j.jsamd.2016.06.013' '10.1016/j.jsamd.2016.06.013'
 '10.1016/j.jsamd.2016.06.013' '10.1016/j.jssc.2006.07.037']"
YbSn,[ 500. 1100. 2000.],"['10.1016/j.jmmm.2019.165389' '10.1016/j.jmmm.2019.165389'
 '10.1016/j.jmmm.2019.165389']"
Al2FeO4,[12. 15.],['10.1016/j.scriptamat.2020.04.027' '10.1016/j.scriptamat.2020.04.027']
Nd7Fe40B3,[460. 588. 880.],"['10.1016/0304-8853(89)90060-7' '10.1016/0304-8853(89)90060-7'
 '10.1016/0304-8853(89)90060-7']"
Gd25Co24Si,[244.],['10.1016/j.jmmm.2016.10.081']
GdRh,[170. 185.],['10.1016/j.jmmm.2005.07.028' '10.1016/j.jmmm.2005.07.028']
SmAlNi,[38. 75.],['10.1016/j.jallcom.2014.08.079' '10.1016/j.jallcom.2014.08.079']
Gd1In0.5Ag0.5,[ 20.  30. 118.],"['10.1016/0304-8853(81)90049-4' '10.1016/0304-8853(81)90049-4'
 '10.1016/0304-8853(81)90049-4']"
Gd23FeCo25Ni,[310.],['10.1016/j.jnoncrysol.2020.120146']
NdFe2,[568. 578.],['10.1016/j.jre.2022.06.002' '10.1016/j.matchemphys.2020.122951']
CoO3,[180. 438.],['10.1016/j.jmmm.2019.166000' '10.1016/j.jmmm.2019.166000']
ThCo4B,[303.],['10.1016/j.commatsci.2010.08.018']
Ba5Co5ClO13,[47.],['10.1016/j.physleta.2009.09.013']
Mn0.9Ni2.1Ge1,[151. 151. 246. 320.],"['10.1016/j.jallcom.2007.08.012' '10.1016/j.jallcom.2014.08.149'
 '10.1016/j.jallcom.2014.08.149' '10.1016/j.jallcom.2014.08.149']"
Er3(GePd)4,[ 4. 13.],['10.1016/j.jmmm.2004.08.032' '10.1016/j.jmmm.2004.08.032']
DyFe11Mo,[471. 490.],['10.1016/S0925-8388(98)00581-7' '10.1016/S0925-8388(98)00581-7']
Tb2Co3,[195. 230.],['10.1016/S0360-3199(98)00063-9' '10.1016/S0360-3199(98)00063-9']
Y1Ti0.1Mn0.9O3,[55. 75.],['10.1016/j.heliyon.2018.e00993' '10.1016/j.heliyon.2018.e00993']
Ba0.4La0.6Mn1O3,[338. 343.],['10.1016/j.jallcom.2018.06.057' '10.1016/j.jallcom.2018.06.057']
Y0.1Ho0.9Ni2B2C1,[4.5 5.5],['10.1016/S0022-3697(01)00115-9' '10.1016/S0022-3697(01)00115-9']
O5.5,[290. 360.],['10.1016/j.physb.2017.11.019' '10.1016/j.physb.2017.11.019']
EuIn5Ni8,[36.],['10.1016/j.solidstatesciences.2005.12.007']
SmCrO3,[150.],['10.1016/j.jallcom.2021.161823']
NdCoO,[275.],['10.1016/j.jmmm.2005.04.002']
Gd25MnCo24,[258.],['10.1016/j.jallcom.2017.06.254']
BaNd,[370.],['10.1016/S0304-8853(99)00730-1']
NaFeO2,[100. 108. 300. 300.],"['10.1016/S0921-4526(99)01805-0' '10.1016/S0921-4526(99)01805-0'
 '10.1016/j.matpr.2020.04.032' '10.1016/j.matpr.2020.04.032']"
Sm2MnCoO6,[ 88. 123. 150.],"['10.1016/j.jmmm.2014.07.017' '10.1016/j.matchemphys.2017.09.009'
 '10.1016/j.matchemphys.2017.09.009']"
Zn0.4Fe2Co0.6O4,[142.],['10.1016/j.jmmm.2006.03.072']
Ga2Co3,[200.],['10.1016/j.jmmm.2018.02.007']
Nd5Al5(Fe19B)2,[459.15],['10.1016/S0304-8853(00)00511-4']
Ho1Ge2Pd0.33,[7.],['10.1016/S0925-8388(99)00298-4']
Fe2Cu3,[450. 450. 590. 590.],"['10.1016/j.jallcom.2005.12.060' '10.1016/j.jallcom.2005.12.060'
 '10.1016/j.jallcom.2005.12.060' '10.1016/j.jallcom.2005.12.060']"
Li0.5Cr1.25Fe1.25O4,[500.],['10.1016/j.jmmm.2003.11.170']
Gd13Co7,[200.],['10.1016/S0304-8853(99)00333-9']
PrGeRu,[68.],['10.1016/S0925-8388(97)00523-9']
Eu4Ga8Si2Ge13,[20. 30. 31.],"['10.1016/j.jpcs.2021.110290' '10.1016/j.jpcs.2021.110290'
 '10.1016/j.jpcs.2021.110290']"
